,Player,Elo,#Questions
0,0,989.9517390550219,0
1,0,1000.8632695365364,1
2,0,990.8631261042015,2
3,0,1000.1223861497148,3
4,0,990.895229761055,4
5,0,981.726114859748,5
6,0,971.0288269270643,6
7,0,980.3025364961107,7
8,0,989.3337219232325,8
9,0,998.7926318594573,9
10,0,1009.5896191485325,10
11,0,1000.4341777385534,11
12,0,990.2725720634722,12
13,0,999.9064214091188,13
14,0,989.4424713038712,14
15,0,979.0448056574924,15
16,0,988.3127082850211,16
17,0,997.4093782812025,17
18,0,987.1049857504712,18
19,0,996.1962594364336,19
20,0,986.024665716254,20
21,0,976.0705135594321,21
22,0,985.9282272560777,22
23,0,976.8463602026648,23
24,0,966.1900410589501,24
25,0,955.2226368811488,25
26,0,944.4929512263944,26
27,0,954.1384729122551,27
28,0,963.3750836475007,28
29,0,972.7263259423752,29
30,0,962.2349774435781,30
31,0,971.2385466840709,31
32,0,980.268639425025,32
33,0,971.0039443777872,33
34,0,980.1846306473614,34
35,0,970.4783302334904,35
36,0,979.9641802091301,36
37,0,990.8681429084288,37
38,0,981.8044723569237,38
39,0,972.0027962967788,39
40,0,981.3081134522539,40
41,0,990.8258694855475,41
42,0,1001.7617260549044,42
43,0,1012.5218115457459,43
44,0,1003.4746066379504,44
45,0,994.3327208801094,45
46,0,983.787931336413,46
47,0,993.0626314140998,47
48,0,984.025711691404,48
49,0,994.6471765259815,49
50,0,985.4088682856561,50
51,0,995.6105345952133,51
52,0,986.5911983382424,52
53,0,997.5256578909373,53
54,0,988.5169407867118,54
55,0,998.0845645972491,55
56,0,1008.5354424577293,56
57,0,999.459038244319,57
58,0,989.2651979356482,58
59,0,1000.0568565075191,59
60,0,1010.0783892682664,60
61,0,1021.0360448360533,61
62,0,1031.9563746386316,62
63,0,1022.5674568772824,63
64,0,1033.3241721972072,64
65,0,1044.160064981421,65
66,0,1054.5529937444292,66
67,0,1065.4729232054844,67
68,0,1056.149842295562,68
69,0,1046.8364318701406,69
70,0,1037.3263418210506,70
71,0,1028.0625373781522,71
72,0,1038.9388812187465,72
73,0,1049.389622734411,73
74,0,1060.2303399905468,74
75,0,1051.1473583104619,75
76,0,1061.667826300602,76
77,0,1072.5943254419276,77
78,0,1082.3115219281847,78
79,0,1093.1933893747882,79
80,0,1084.0853882644467,80
81,0,1093.8397872064008,81
82,0,1084.666854452433,82
83,0,1074.143584965276,83
84,0,1084.947729437618,84
85,0,1074.8876268994368,85
86,0,1065.5720187053407,86
87,0,1056.3362981474174,87
88,0,1046.2930748074434,88
89,0,1056.3687659321329,89
90,0,1046.7808895778378,90
91,0,1037.7481916975387,91
92,0,1048.4743566531633,92
93,0,1058.3905766404564,93
94,0,1049.2189425914821,94
95,0,1039.236695186885,95
96,0,1029.7165415430761,96
97,0,1039.9718040622315,97
98,0,1050.0327740794946,98
99,0,1039.6443134853557,99
100,0,1050.3635961880739,100
101,0,1060.4359922896133,101
102,0,1071.2792739633096,102
103,0,1062.1222758188449,103
104,0,1072.8563632458731,104
105,0,1083.8295863039687,105
106,0,1094.5623170506758,106
107,0,1105.4110128423663,107
108,0,1096.1761399922643,108
109,0,1086.9311950198687,109
110,0,1097.6764042951947,110
111,0,1108.6746469450225,111
112,0,1099.6609984238403,112
113,0,1110.6341167008911,113
114,0,1101.5239478352257,114
115,0,1091.7588162482107,115
116,0,1082.58816868534,116
117,0,1093.3213744435157,117
118,0,1084.038812283601,118
119,0,1075.0020191266494,119
120,0,1085.9942308560537,120
121,0,1096.9814110424782,121
122,0,1087.758960884147,122
123,0,1077.0112868016613,123
124,0,1067.6944942212049,124
125,0,1056.8323572810787,125
126,0,1047.2510520622152,126
127,0,1057.0845577757286,127
128,0,1046.3861795898874,128
129,0,1037.0617951537004,129
130,0,1046.061875351196,130
131,0,1036.1138551064364,131
132,0,1025.4456641458435,132
133,0,1015.9208521098518,133
134,0,1025.1555974840512,134
135,0,1014.8535040443368,135
136,0,1005.2331291703226,136
137,0,994.250628820956,137
138,0,983.4731877568287,138
139,0,992.5700358673539,139
140,0,981.8273511445134,140
141,0,990.8708523980329,141
142,0,981.1571453626525,142
143,0,970.2870677744462,143
144,0,979.4493900010373,144
145,0,988.6891119702466,145
146,0,999.2717486755979,146
147,0,1009.4412536355488,147
148,0,1020.2580768525697,148
149,0,1031.0822995262424,149
150,0,1021.3232226066674,150
151,0,1010.8600462649641,151
152,0,1020.3526057180753,152
153,0,1011.3156007630845,153
154,0,1000.5086152590015,154
155,0,1009.5391511953976,155
156,0,1018.6003023813689,156
157,0,1009.3651339517493,157
158,0,1000.2021590788777,158
159,0,1009.21353970498,159
160,0,1019.6656838688291,160
161,0,1008.6715145488098,161
162,0,997.888290972183,162
163,0,1006.9215790173341,163
164,0,997.6250469912404,164
165,0,987.1441717411673,165
166,0,976.2543880854977,166
167,0,965.294446826439,167
168,0,974.3784434393882,168
169,0,983.447802720416,169
170,0,992.4579528326727,170
171,0,1001.5748473460683,171
172,0,1011.8790032044268,172
173,0,1021.4048181502819,173
174,0,1012.1415782419974,174
175,0,1001.8542575262403,175
176,0,1012.3456764145802,176
177,0,1003.1044838476994,177
178,0,993.3393812170887,178
179,0,1002.3952232846208,179
180,0,1012.188684534057,180
181,0,1022.8173309584762,181
182,0,1033.8140450248259,182
183,0,1024.7239502913978,183
184,0,1015.2810425896257,184
185,0,1025.1653976258876,185
186,0,1034.2200924135896,186
187,0,1044.1097279976186,187
188,0,1034.9800500456518,188
189,0,1025.9638110935016,189
190,0,1015.620488564196,190
191,0,1026.2758986915999,191
192,0,1017.2096878724327,192
193,0,1006.741811168272,193
194,0,995.9102604671384,194
195,0,985.1868332293575,195
196,0,994.3651184905476,196
197,0,983.6699496318226,197
198,0,972.7182728676,198
199,0,981.9707928492721,199
200,0,991.0732431447756,200
201,0,1001.0423690657952,201
202,0,991.8569537397753,202
203,0,981.2292267666132,203
204,0,990.4751655335405,204
205,0,1000.5459464505908,205
206,0,1011.4987575379724,206
207,0,1022.4232748222493,207
208,0,1011.9717007462692,208
209,0,1001.3352747346936,209
210,0,1011.6676980282282,210
211,0,1001.9623777508822,211
212,0,992.7256788433267,212
213,0,1002.7944275791123,213
214,0,993.6139156087264,214
215,0,1002.9093921806322,215
216,0,992.9948956341264,216
217,0,983.130377354333,217
218,0,992.1593957112209,218
219,0,1001.7585548258908,219
220,0,992.6371376778059,220
221,0,983.2836824812327,221
222,0,992.5198895657625,222
223,0,983.4585611150517,223
224,0,972.5860318791259,224
225,0,961.6269097429309,225
226,0,970.725503681409,226
227,0,980.070967340807,227
228,0,969.3197447626021,228
229,0,978.3453986446003,229
230,0,968.8133469892005,230
231,0,957.8213350735689,231
232,0,966.8922347839955,232
233,0,955.9919238562444,233
234,0,965.0239207745612,234
235,0,974.0765611972962,235
236,0,964.0707832707469,236
237,0,953.0718301943698,237
238,0,942.1220217349862,238
239,0,951.2627697685751,239
240,0,940.3326691787476,240
241,0,949.3430978552714,241
242,0,958.5521022288608,242
243,0,967.6740241308308,243
244,0,956.7590512921679,244
245,0,965.9087309488847,245
246,0,975.6077029428058,246
247,0,965.1926642525369,247
248,0,955.325398338179,248
249,0,944.522302173733,249
250,0,933.8092276542612,250
251,0,922.9753980238481,251
252,0,932.0330715855234,252
253,0,921.174583981333,253
254,0,910.337531292119,254
255,0,920.0301377523427,255
256,0,909.2863583654157,256
257,0,919.1221704212509,257
258,0,928.1539583566147,258
259,0,937.45535907994,259
260,0,946.5444734041955,260
261,0,935.5773216321338,261
262,0,944.7689964969486,262
263,0,934.0042258986091,263
264,0,923.0677428195606,264
265,0,912.3193732097649,265
266,0,901.5519730620367,266
267,0,910.7036579375305,267
268,0,920.0310310123235,268
269,0,929.1342726640991,269
270,0,938.1733397988735,270
271,0,947.2676353451974,271
272,0,936.5675589579729,272
273,0,945.5838279875703,273
274,0,954.6869551453199,274
275,0,943.8827290057369,275
276,0,952.9175475066579,276
277,0,962.0341138228628,277
278,0,951.9852356693872,278
279,0,961.0049040046449,279
280,0,951.6852466060512,280
281,0,962.3865018036895,281
282,0,972.2970741550853,282
283,0,983.1951762238432,283
284,0,993.322432691719,284
285,0,1004.2296482323907,285
286,0,995.2281904528459,286
287,0,1004.9395024802232,287
288,0,995.8500686225436,288
289,0,985.346170185955,289
290,0,994.5639323890505,290
291,0,983.8232073005987,291
292,0,972.9943699258055,292
293,0,982.0778938420025,293
294,0,972.6997019138689,294
295,0,961.926907157106,295
296,0,971.2059549883705,296
297,0,981.2084175192467,297
298,0,971.274485502138,298
299,0,980.7429758459674,299
300,0,990.9907996990457,300
301,0,981.8577423168787,301
302,0,991.7762009769502,302
303,0,1001.3384459018955,303
304,0,992.2056763080351,304
305,0,981.3560626392749,305
306,0,991.6565008922626,306
307,0,981.1495061047359,307
308,0,971.3432036037038,308
309,0,960.4740230602317,309
310,0,950.0170452392646,310
311,0,959.0170663505577,311
312,0,968.5099298814281,312
313,0,957.9566295922873,313
314,0,948.7016965142709,314
315,0,957.7713726277574,315
316,0,947.4731439200106,316
317,0,956.5900240432227,317
318,0,945.6235979845546,318
319,0,954.6943688351678,319
320,0,964.022927358697,320
321,0,974.907261526655,321
322,0,965.7486292917964,322
323,0,976.27383506136,323
324,0,967.2167931959115,324
325,0,976.3848121388235,325
326,0,986.6873573273608,326
327,0,976.1608203264626,327
328,0,986.1573729585792,328
329,0,976.8353397811208,329
330,0,985.8609230201163,330
331,0,975.6717414926371,331
332,0,964.9843684516587,332
333,0,974.1787505193082,333
334,0,964.3071326520696,334
335,0,953.3158225731005,335
336,0,962.3697001498451,336
337,0,971.5681195924496,337
338,0,981.0946745161912,338
339,0,972.0262046868686,339
340,0,982.1592138087238,340
341,0,993.0830301933222,341
342,0,984.006264928838,342
343,0,974.2537488678156,343
344,0,984.2527528256368,344
345,0,975.0936800853514,345
346,0,985.6874316664931,346
347,0,996.6786407646538,347
348,0,1007.6711060588068,348
349,0,1018.6523828437789,349
350,0,1009.5956381992785,350
351,0,1000.5472094761374,351
352,0,1011.5363980644144,352
353,0,1022.2820532768811,353
354,0,1033.2254417683112,354
355,0,1044.211943717335,355
356,0,1035.0975280549299,356
357,0,1026.0572686126138,357
358,0,1016.5360861777053,358
359,0,1007.3090604703594,359
360,0,1018.236828327578,360
361,0,1029.187253959003,361
362,0,1020.1595934650109,362
363,0,1031.1460253764828,363
364,0,1041.8826716412416,364
365,0,1032.8466604519174,365
366,0,1023.6356070503672,366
367,0,1014.4532179007412,367
368,0,1024.9285545930545,368
369,0,1035.072005198935,369
370,0,1044.9655842341074,370
371,0,1055.9518920032012,371
372,0,1066.714711514488,372
373,0,1077.5842061353685,373
374,0,1088.4244137031835,374
375,0,1079.3837061925767,375
376,0,1089.8457118044134,376
377,0,1100.8053588535197,377
378,0,1111.7244754762828,378
379,0,1102.604866882227,379
380,0,1093.4126800990127,380
381,0,1084.2847823519332,381
382,0,1074.2282458573357,382
383,0,1064.9931083907697,383
384,0,1055.7825156248132,384
385,0,1066.6811886382363,385
386,0,1057.2649853747312,386
387,0,1048.2161902775745,387
388,0,1039.063217213113,388
389,0,1029.7354426020277,389
390,0,1019.781714874565,390
391,0,1010.6725251046119,391
392,0,1020.9951815585749,392
393,0,1031.6292791520902,393
394,0,1022.4998406972053,394
395,0,1032.7123548879172,395
396,0,1023.105091561846,396
397,0,1032.9292924177894,397
398,0,1022.7423540019242,398
399,0,1033.377676464946,399
400,0,1043.9521004153817,400
401,0,1034.6511007909335,401
402,0,1043.8562304166144,402
403,0,1034.7289848063642,403
404,0,1045.5173133716692,404
405,0,1036.5027246484228,405
406,0,1045.8546511591837,406
407,0,1036.7431978627476,407
408,0,1027.098297044759,408
409,0,1016.273207806026,409
410,0,1025.3871257670232,410
411,0,1016.1057431004657,411
412,0,1025.9826894442126,412
413,0,1016.4516949087666,413
414,0,1025.9335728598242,414
415,0,1035.7062605257497,415
416,0,1045.1734912695533,416
417,0,1056.1276854280907,417
418,0,1047.040953684606,418
419,0,1038.0264454474834,419
420,0,1028.0596088527823,420
421,0,1018.629197442411,421
422,0,1007.8788474513211,422
423,0,1016.9135792973689,423
424,0,1006.0435795969706,424
425,0,1015.0535472017214,425
426,0,1004.0559198398032,426
427,0,1013.1391962912066,427
428,0,1023.913640733227,428
429,0,1014.6069816957164,429
430,0,1003.6289393944674,430
431,0,1013.0954517978441,431
432,0,1023.4203772042123,432
433,0,1014.4147920775727,433
434,0,1004.499981682565,434
435,0,993.5388970308076,435
436,0,982.5946525150421,436
437,0,992.1727797458271,437
438,0,981.3487564228492,438
439,0,970.6916620044071,439
440,0,979.7017065440141,440
441,0,969.0720311894656,441
442,0,958.1909777356028,442
443,0,947.2533034698675,443
444,0,936.705202894814,444
445,0,945.7225871124593,445
446,0,955.3016832625716,446
447,0,964.6358954892249,447
448,0,973.8739810878806,448
449,0,982.9161720676809,449
450,0,972.4060305030183,450
451,0,961.4161796261551,451
452,0,970.5628922414156,452
453,0,959.595869032275,453
454,0,968.8500269602241,454
455,0,957.9707328012146,455
456,0,967.0785956863219,456
457,0,976.5131039502255,457
458,0,987.5012005514407,458
459,0,977.4399879996661,459
460,0,966.507241987653,460
461,0,956.8328357380136,461
462,0,945.9059373451454,462
463,0,955.0809057866479,463
464,0,944.1303848937162,464
465,0,933.1392710691664,465
466,0,942.4173911311128,466
467,0,931.454056968948,467
468,0,920.5939970348009,468
469,0,909.7801761978498,469
470,0,919.0686238979814,470
471,0,908.0848135159641,471
472,0,917.36718663456,472
473,0,906.4274660611788,473
474,0,915.5864683141104,474
475,0,924.8323625218678,475
476,0,934.2981392450919,476
477,0,943.5281288937655,477
478,0,952.5300923615517,478
479,0,961.5963677741677,479
480,0,971.9313706117076,480
481,0,962.3948495663043,481
482,0,972.281832843233,482
483,0,981.6387461767936,483
484,0,992.5032850551397,484
485,0,1002.6961685714406,485
486,0,993.6005220907603,486
487,0,1003.0770841541151,487
488,0,992.3787929438826,488
489,0,983.0491900695791,489
490,0,993.7598977113989,490
491,0,983.8020921227093,491
492,0,993.9246234557913,492
